content_id,url,title,content_type,current_category,proposed_domain,target_agency,jurisdiction,authority_status,audit_status,risk_level,verified_at,official_source_link_count,inbound_links,text_len,reason,recommended_action,priority
audit-cases:double-booking-budget,/audit-cases/double-booking-budget,예산 이중 계상으로 중복 집행 — 내부 통제 미비 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,UNSPECIFIED,LOCAL,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,1979,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:double-entry-error,/audit-cases/double-entry-error,복식부기 회계처리 오류로 재무제표 부정확 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,UNSPECIFIED,LOCAL,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,3992,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:e-bidding-error-switched-to-paper,/audit-cases/e-bidding-error-switched-to-paper,전자입찰 오류 발생 시 임의로 서면입찰 전환하여 입찰 절차 위반 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-29,0,1,4153,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:e-bidding-offline-processed,/audit-cases/e-bidding-offline-processed,전자입찰 의무 대상 서면 처리 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,LOCAL_GOVERNMENT,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,1,2758,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:e-procurement-bypass-narajangteo,/audit-cases/e-procurement-bypass-narajangteo,나라장터 등록 없이 별도 계약 체결 — 전자조달 의무 우회 사건 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-29,0,2,4080,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:emergency-budget-violation,/audit-cases/emergency-budget-violation,긴급예산 편성 요건 미충족으로 재정운영 부적정 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,UNSPECIFIED,LOCAL,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,4243,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:emergency-contract-unjustified,/audit-cases/emergency-contract-unjustified,긴급수의계약 사유 부적정 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,1,2722,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:estimated-price-leak,/audit-cases/estimated-price-leak,예정가격 사전 누설 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,1,2862,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:estimated-price-leak-incident,/audit-cases/estimated-price-leak-incident,예정가격 누설로 인한 입찰 담합 사건 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,LOCAL_GOVERNMENT,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-29,0,2,3417,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:estimated-price-no-research,/audit-cases/estimated-price-no-research,예정가격 시장조사 미실시 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,1,2674,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:expenditure-over-budget,/audit-cases/expenditure-over-budget,예산 잔액 미확인 집행 — 예산 초과 지출원인행위 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,UNSPECIFIED,LOCAL,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,1992,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:false-private-contract-reason,/audit-cases/false-private-contract-reason,수의계약 요건 미충족 및 사유서 허위 작성 사건 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,LOCAL_GOVERNMENT,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,2,4877,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:family-allowance-ineligible-payment,/audit-cases/family-allowance-ineligible-payment,자격 상실 후에도 가족수당 계속 지급 — 수급자 변동 미신고 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,UNSPECIFIED,BOTH,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,2917,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 적용 대상(기관유형) 명시,P0
audit-cases:financial-statement-error,/audit-cases/financial-statement-error,결산서 작성 오류로 재정상태 왜곡 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,UNSPECIFIED,LOCAL,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,4066,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:foreign-travel-private-tourism,/audit-cases/foreign-travel-private-tourism,공무국외여행 사적 관광 일정 추가 후 전액 공무 경비로 청구 — 감사 지적 사례와 실무 대응 방법,audit-cases,,02_복무,UNSPECIFIED,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,3841,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:goe-2021-annual-leave-compensation-mispayment,/audit-cases/goe-2021-annual-leave-compensation-mispayment,연가보상비 지급 부적정 — 병가 미제외·보상일수 산정 착오·교육공무직 연차수당 — 감사 지적 사례와 실무 대응,audit-cases,,02_복무,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,2,4503,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:goe-2021-beneficiary-cost-direct-use,/audit-cases/goe-2021-beneficiary-cost-direct-use,수익자부담경비 미편입·직접 사용 — 별도 계좌·학생 직접 납부 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,OFFICIAL_PARTIAL,UPDATE,HIGH,2026-05-19,0,1,4746,"R-AC3 실제 감사보고서 출처이나 원문 URL·페이지·처분 미기재, 내부 backlog 문구 공개 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision)",original_document_url·page·disposition 채우고 backlog 문구 제거 ; 금액마다 근거 조문·기준일 병기,P0
audit-cases:goe-2021-beneficiary-cost-settlement,/audit-cases/goe-2021-beneficiary-cost-settlement,수익자부담경비 정산 부적정 — 정산 미공개·집행잔액 미반환 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,OFFICIAL_PARTIAL,UPDATE,HIGH,2026-05-19,0,1,3837,"R-AC3 실제 감사보고서 출처이나 원문 URL·페이지·처분 미기재, 내부 backlog 문구 공개 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision)",original_document_url·page·disposition 채우고 backlog 문구 제거 ; 금액마다 근거 조문·기준일 병기,P0
audit-cases:goe-2021-bid-announcement-period,/audit-cases/goe-2021-bid-announcement-period,입찰공고 업무처리 부적정 — 10일 미만 공고·지역 잘못 제한 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,BOTH,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,23,1833,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision) ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 금액마다 근거 조문·기준일 병기 ; 적용 대상(기관유형) 명시,P0
audit-cases:goe-2021-budget-account-mixed-execution,/audit-cases/goe-2021-budget-account-mixed-execution,세출예산과목 혼용 집행 — 일반수용비·시설비·업무추진비 비목 위반 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,4759,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision) ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 금액마다 근거 조문·기준일 병기 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-budget-formation-violation,/audit-cases/goe-2021-budget-formation-violation,학교(교비)회계 예산편성 업무 처리 부적정 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,1844,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-budget-transfer-violation,/audit-cases/goe-2021-budget-transfer-violation,학교(교비)회계 예산 이·전용 업무처리 부적정 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,UNSPECIFIED,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,35,4690,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 금액마다 근거 조문·기준일 병기,P0
audit-cases:goe-2021-building-registration-delay,/audit-cases/goe-2021-building-registration-delay,건물소유권 보존 등기 부적정 — 준공 후 60일 초과 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,3919,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision) ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 금액마다 근거 조문·기준일 병기 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-business-promotion-improper,/audit-cases/goe-2021-business-promotion-improper,업무추진비 집행 부적정 — 격려금·취임식 화분·메달·현금지출 위반 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,2281,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision) ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 금액마다 근거 조문·기준일 병기 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-clothing-expense-improper,/audit-cases/goe-2021-clothing-expense-improper,피복비 사용 부적정 — 개인 목적 의복·BTL 운영사·생활지도 교사 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,4676,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision) ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 금액마다 근거 조문·기준일 병기 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-condolence-money-improper,/audit-cases/goe-2021-condolence-money-improper,업무추진비(경조사비) 집행 부적정 — 대상 위반·5만원 한도 초과 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,35,1958,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 금액마다 근거 조문·기준일 병기,P0
audit-cases:goe-2021-contract-method-2stage-bidding,/audit-cases/goe-2021-contract-method-2stage-bidding,계약방법 부적정 — 청소·경비 단순용역에 2단계 입찰 644M원 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,BOTH,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,4510,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-I2 유사 주제 클러스터 — 통합 검토 ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-contract-review-omission,/audit-cases/goe-2021-contract-review-omission,계약심사·일상감사 미이행 — 7천만원 용역·2천만원 물품 심사 누락 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-21,0,0,4510,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision) ; R-S1 내부링크 인바운드 0 (고아 페이지),출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리 ; 금액마다 근거 조문·기준일 병기 ; 허브(토픽/카테고리)에서 링크 연결,P0
audit-cases:goe-2021-credit-card-payment-account,/audit-cases/goe-2021-credit-card-payment-account,신용카드 대금계좌 관리 부적정 — 밀어내기 납부·개인 입금·14개월 미입금 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,OFFICIAL_PARTIAL,UPDATE,HIGH,2026-05-19,0,1,4787,"R-AC3 실제 감사보고서 출처이나 원문 URL·페이지·처분 미기재, 내부 backlog 문구 공개 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision)",original_document_url·page·disposition 채우고 backlog 문구 제거 ; 금액마다 근거 조문·기준일 병기,P0
audit-cases:goe-2021-credit-card-self-inspection,/audit-cases/goe-2021-credit-card-self-inspection,신용카드 자체점검 부적정 — 2년 9개월간 분임재무관 보고 누락 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,OFFICIAL_PARTIAL,UPDATE,HIGH,2026-05-19,0,2,3710,"R-AC3 실제 감사보고서 출처이나 원문 URL·페이지·처분 미기재, 내부 backlog 문구 공개 노출 ; R-G1 금액이 있으나 조문 근거 표기 없음(fake precision)",original_document_url·page·disposition 채우고 backlog 문구 제거 ; 금액마다 근거 조문·기준일 병기,P0
